asset,market_id,market_slug,token_id,lag_hours,signal_time_ns,entry_time_ns,exit_time_ns,side,notional_usd,probability_change,gross_return,net_return,pnl_usd
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776326400000000000,1776330000000000000,1776333600000000000,1,10.0,-0.010000000000000009,-0.0037673261207802344,-0.0077673261207802345,-0.07767326120780235
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776337200000000000,1776340800000000000,1776344400000000000,1,10.0,-0.01999999999999999,-0.011202428173241907,-0.015202428173241907,-0.15202428173241908
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776355200000000000,1776358800000000000,1776362400000000000,-1,10.0,0.015000000000000013,-0.009193302687197535,-0.013193302687197535,-0.13193302687197536
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776358800000000000,1776362400000000000,1776366000000000000,1,10.0,-0.0050000000000000044,0.004215565363322016,0.00021556536332201573,0.0021556536332201573
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776366000000000000,1776369600000000000,1776373200000000000,1,10.0,-0.010000000000000009,-0.0038449436060313813,-0.007844943606031381,-0.07844943606031382
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776387600000000000,1776391200000000000,1776394800000000000,-1,10.0,0.015000000000000013,0.0011269076305220338,-0.0028730923694779663,-0.028730923694779663
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776391200000000000,1776394800000000000,1776398400000000000,-1,10.0,0.004999999999999977,-0.0023529862702036386,-0.006352986270203639,-0.0635298627020364
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776394800000000000,1776398400000000000,1776402000000000000,1,10.0,-0.009999999999999981,-0.002053979742855372,-0.006053979742855372,-0.06053979742855372
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776409200000000000,1776412800000000000,1776416400000000000,-1,10.0,0.0050000000000000044,5.146450835935568e-06,-0.0039948535491640645,-0.039948535491640645
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776412800000000000,1776416400000000000,1776420000000000000,-1,10.0,0.004999999999999977,0.006614147085530098,0.0026141470855300976,0.026141470855300976
