market_id,market_slug,asset,is_active,is_closed,is_archived,volume_1mo_usd,volume_total_usd,wallet_flow_rows,trade_rows,copy_rows,market_flow_hourly_rows,whale_flow_hourly_rows,observed_flow_hours,first_flow_hour_ns,last_flow_hour_ns,coverage_span_hours,continuity_ratio,missing_hours_estimate,recent_coverage,coverage_need
1746542,bitcoin-above-64000-on-march-27-2026-5pm-et,BTC,True,True,False,0.0,999.979,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1747818,bitcoin-above-64000-on-march-27-2026-7pm-et,BTC,True,True,False,0.0,999.9590000000001,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1752124,bitcoin-above-64400-on-march-28-2026-12am-et,BTC,True,True,False,0.0,99.992,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1752847,will-ethereum-reach-2100-on-march-28,ETH,True,True,False,0.0,9992.813227,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1754475,bitcoin-above-64400-on-march-28-2026-3am-et,BTC,True,True,False,0.0,999.99,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1755557,eth-updown-5m-1774769100,ETH,True,True,False,0.0,9993.445846000004,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1756103,bitcoin-up-or-down-march-30-2026-5am-et,BTC,True,True,False,0.0,99881.6341209998,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1757916,ethereum-above-2025-on-march-28-2026-8am-et,ETH,True,True,False,0.0,9.99,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1759906,ethereum-above-1965-on-march-28-2026-10am-et,ETH,True,True,False,0.0,9.99,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1764378,btc-updown-5m-1774808400,BTC,True,True,False,0.0,99993.7229799999,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1765600,btc-updown-5m-1774815000,BTC,True,True,False,0.0,99992.75834999984,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
