rank,asset,market_id,market_slug,token_id,question,horizon_hours,feature_name,segment_type,segment_value,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
57,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,sell_volume_usdc,active_wallet_bucket,high,0.9,79,47,32,1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,0.013282699724209363,0.28158244672088306,-0.5090831708175177,True,0.5563164893441767,4.283575042744895e-06,0.0008833932600290798,3.8279951413499926,WATCHLIST,passed
58,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,sell_volume_usdc,flow_direction,sell_dominant,0.9,79,47,32,1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,0.013282699724209363,0.28158244672088306,-0.5090831708175177,True,0.5563164893441767,4.283575042744895e-06,0.0008833932600290798,3.8279951413499926,WATCHLIST,passed
59,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,sell_volume_usdc,whale_flow_bucket,normal,0.9,79,47,32,1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,0.013282699724209363,0.28158244672088306,-0.5090831708175177,True,0.5563164893441767,4.283575042744895e-06,0.0008833932600290798,3.8279951413499926,WATCHLIST,passed
60,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,79,47,32,-1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,-0.013282699724209363,-0.28158244672088306,0.5090831708175177,True,0.5563164893441767,4.283575042744895e-06,0.0008833932600290798,3.8099951413499924,WATCHLIST,passed
61,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,unique_active_wallets,flow_direction,sell_dominant,0.81,79,47,32,-1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,nan,nan,nan,True,0.5,4.283575042744895e-06,0.0008833932600290798,3.753678652005816,WATCHLIST,passed
62,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,flow_momentum_4h,flow_direction,buy_dominant,0.54,40,24,16,-1,0.5416666666666666,0.625,0.00010498265564159244,0.0003989268695057091,0.5416666666666666,0.625,-0.09516604509637445,-0.09487813870169912,nan,True,0.5,-0.0004194656858398432,0.0008183925553455523,3.4216785110691106,WATCHLIST,passed
63,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,net_flow_usdc,flow_direction,sell_dominant,0.9,41,24,17,-1,0.5,0.8235294117647058,1.7081919369471257e-05,0.0011316911531877964,0.5,0.8235294117647058,0.13627212325136434,nan,-0.05517363037985903,True,0.5,0.0003732483545646167,0.0007584427986231798,3.888747383254048,WATCHLIST,passed
64,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,sell_volume_usdc,flow_direction,sell_dominant,0.9,41,24,17,-1,0.5,0.8235294117647058,1.7081919369471257e-05,0.0011316911531877964,0.5,0.8235294117647058,0.13627212325136434,nan,-0.05517363037985903,True,0.5,0.0003732483545646167,0.0007584427986231798,3.888747383254048,WATCHLIST,passed
65,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,41,24,17,1,0.5,0.8235294117647058,1.7081919369471257e-05,0.0011316911531877964,0.5,0.8235294117647058,-0.13627212325136434,nan,0.05517363037985903,True,0.5,0.0003732483545646167,0.0007584427986231798,3.8707473832540478,WATCHLIST,passed
66,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,unique_active_wallets,flow_direction,sell_dominant,0.81,41,24,17,1,0.5,0.8235294117647058,1.7081919369471257e-05,0.0011316911531877964,0.5,0.8235294117647058,nan,nan,nan,True,0.5,0.0003732483545646167,0.0007584427986231798,3.8707473832540478,WATCHLIST,passed
67,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,flow_momentum_4h,flow_direction,sell_dominant,0.54,41,24,17,-1,0.5,0.8235294117647058,1.7081919369471257e-05,0.0011316911531877964,0.5,0.8235294117647058,0.1362721232513643,nan,-0.055173630379859034,True,0.5,0.0003732483545646167,0.0007584427986231798,3.816747383254048,WATCHLIST,passed
68,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",4,flow_momentum_4h,all,all,0.6,77,46,31,-1,0.5869565217391305,0.5483870967741935,0.00010254342283731964,0.0006199566146094021,0.5869565217391305,0.5483870967741935,-0.07674907457337013,0.14987983553380638,-0.039698347243516535,True,0.5079396694487033,-7.757115611512341e-05,0.0006975277707245255,3.6342194171419955,WATCHLIST,passed
69,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",4,flow_momentum_4h,active_wallet_bucket,high,0.54,77,46,31,-1,0.5869565217391305,0.5483870967741935,0.00010254342283731964,0.0006199566146094021,0.5869565217391305,0.5483870967741935,-0.07674907457337013,0.14987983553380638,-0.039698347243516535,True,0.5079396694487033,-7.757115611512341e-05,0.0006975277707245255,3.6222194171419955,WATCHLIST,passed
70,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",4,flow_momentum_4h,flow_direction,buy_dominant,0.54,77,46,31,-1,0.5869565217391305,0.5483870967741935,0.00010254342283731964,0.0006199566146094021,0.5869565217391305,0.5483870967741935,-0.07674907457337013,0.14987983553380638,-0.039698347243516535,True,0.5079396694487033,-7.757115611512341e-05,0.0006975277707245255,3.6222194171419955,WATCHLIST,passed
71,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",4,flow_momentum_4h,whale_flow_bucket,normal,0.54,77,46,31,-1,0.5869565217391305,0.5483870967741935,0.00010254342283731964,0.0006199566146094021,0.5869565217391305,0.5483870967741935,-0.07674907457337013,0.14987983553380638,-0.039698347243516535,True,0.5079396694487033,-7.757115611512341e-05,0.0006975277707245255,3.6222194171419955,WATCHLIST,passed
72,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",4,flow_momentum_4h,all,all,0.6,68,40,28,1,0.625,0.6071428571428571,0.00024951891126147535,0.0006389253462567906,0.625,0.6071428571428571,-0.009067945187539908,0.09548756601978789,-0.09406511087256991,True,0.518813022174514,-5.760663561889365e-05,0.0006965319818756843,3.6724051328353653,WATCHLIST,passed
73,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",4,flow_momentum_4h,active_wallet_bucket,high,0.54,68,40,28,1,0.625,0.6071428571428571,0.00024951891126147535,0.0006389253462567906,0.625,0.6071428571428571,-0.009067945187539908,0.09548756601978789,-0.09406511087256991,True,0.518813022174514,-5.760663561889365e-05,0.0006965319818756843,3.6604051328353653,WATCHLIST,passed
74,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",4,flow_momentum_4h,whale_flow_bucket,normal,0.54,68,40,28,1,0.625,0.6071428571428571,0.00024951891126147535,0.0006389253462567906,0.625,0.6071428571428571,-0.009067945187539908,0.09548756601978789,-0.09406511087256991,True,0.518813022174514,-5.760663561889365e-05,0.0006965319818756843,3.6604051328353653,WATCHLIST,passed
75,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",4,flow_momentum_4h,flow_direction,buy_dominant,0.54,40,24,16,1,0.625,0.625,3.3097681749196995e-06,0.0006188326258913088,0.625,0.625,0.09548756601978789,0.008530067442714931,nan,True,0.5,-5.760663561889365e-05,0.0006764392615102024,3.3932878523020404,WATCHLIST,passed
76,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,buy_volume_usdc,all,all,1.0,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9406360952631103,WATCHLIST,passed
77,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,net_flow_usdc,all,all,1.0,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9406360952631103,WATCHLIST,passed
78,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,abs_net_flow_usdc,all,all,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
79,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,buy_volume_usdc,active_wallet_bucket,high,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
80,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,buy_volume_usdc,flow_direction,buy_dominant,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
81,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,buy_volume_usdc,whale_flow_bucket,normal,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
82,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,net_flow_usdc,active_wallet_bucket,high,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
83,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,net_flow_usdc,flow_direction,buy_dominant,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
84,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,net_flow_usdc,whale_flow_bucket,normal,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
85,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,unique_active_wallets,all,all,0.9,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.9206360952631103,WATCHLIST,passed
86,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,abs_net_flow_usdc,active_wallet_bucket,high,0.81,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.90263609526311,WATCHLIST,passed
87,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,abs_net_flow_usdc,flow_direction,buy_dominant,0.81,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.90263609526311,WATCHLIST,passed
88,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,abs_net_flow_usdc,whale_flow_bucket,normal,0.81,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.90263609526311,WATCHLIST,passed
89,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,unique_active_wallets,active_wallet_bucket,high,0.81,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.90263609526311,WATCHLIST,passed
90,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,unique_active_wallets,flow_direction,buy_dominant,0.81,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.90263609526311,WATCHLIST,passed
91,XRP,1823902,will-xrp-reach-2-in-april-2026,67556301124097607260152199396403959080839673893054926374870558197278260784915,Will XRP reach $2.00 in April?,1,unique_active_wallets,whale_flow_bucket,normal,0.81,111,66,45,-1,0.4696969696969697,0.5555555555555556,1.600455958627124e-05,0.0004363949084312047,0.4696969696969697,0.5555555555555556,nan,nan,nan,True,0.5,-0.0002112300123287908,0.0006476249207599954,3.90263609526311,WATCHLIST,passed
92,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",1,flow_momentum_4h,all,all,0.6,71,42,29,1,0.5476190476190477,0.5862068965517241,2.6385194121594395e-05,0.0004997950375705948,0.5476190476190477,0.5862068965517241,-0.061427755440187824,-0.06260118788872351,-0.10407782593211834,True,0.8125202375777447,-5.1740289598246746e-05,0.0005515353271688415,3.925241096114961,WATCHLIST,passed
